SearchBayesianSkopt: New best config found. Config 0: {'topK': 602, 'shrink': 1217, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.1438101527187219, 'tversky_beta': 1.1231954018014585} - results: ROC_AUC: 0.0815896, PRECISION: 0.0159387, PRECISION_RECALL_MIN_DEN: 0.0651342, RECALL: 0.0637252, MAP: 0.0276762, MRR: 0.0554131, NDCG: 0.0426106, F1: 0.0254995, HIT_RATE: 0.1593865, ARHR: 0.0599486, NOVELTY: 0.0049641, AVERAGE_POPULARITY: 0.0183915, DIVERSITY_MEAN_INTER_LIST: 0.9961212, DIVERSITY_HERFINDAHL: 0.9995928, COVERAGE_ITEM: 0.4816939, COVERAGE_ITEM_CORRECT: 0.0282579, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0874544, DIVERSITY_GINI: 0.2099879, SHANNON_ENTROPY: 12.5937256, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 1719, 'shrink': 2282, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.4260477006366679, 'tversky_beta': 0.4195984685786963} - results: ROC_AUC: 0.0752110, PRECISION: 0.0145797, PRECISION_RECALL_MIN_DEN: 0.0605859, RECALL: 0.0594202, MAP: 0.0255515, MRR: 0.0506831, NDCG: 0.0394600, F1: 0.0234143, HIT_RATE: 0.1457969, ARHR: 0.0545731, NOVELTY: 0.0049839, AVERAGE_POPULARITY: 0.0186179, DIVERSITY_MEAN_INTER_LIST: 0.9950725, DIVERSITY_HERFINDAHL: 0.9994879, COVERAGE_ITEM: 0.4542445, COVERAGE_ITEM_CORRECT: 0.0259480, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0811627, DIVERSITY_GINI: 0.1853512, SHANNON_ENTROPY: 12.3664886, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 1305, 'shrink': 2341, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.0154450468075826, 'tversky_beta': 1.3859641081441665} - results: ROC_AUC: 0.0768253, PRECISION: 0.0149680, PRECISION_RECALL_MIN_DEN: 0.0618266, RECALL: 0.0605910, MAP: 0.0258796, MRR: 0.0516076, NDCG: 0.0401202, F1: 0.0240057, HIT_RATE: 0.1496797, ARHR: 0.0556495, NOVELTY: 0.0049843, AVERAGE_POPULARITY: 0.0183966, DIVERSITY_MEAN_INTER_LIST: 0.9952915, DIVERSITY_HERFINDAHL: 0.9995098, COVERAGE_ITEM: 0.4585563, COVERAGE_ITEM_CORRECT: 0.0266025, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0834277, DIVERSITY_GINI: 0.1897457, SHANNON_ENTROPY: 12.4101818, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 1492, 'shrink': 949, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.32026739061408144, 'tversky_beta': 0.6454222185703972} - results: ROC_AUC: 0.0752830, PRECISION: 0.0145991, PRECISION_RECALL_MIN_DEN: 0.0603269, RECALL: 0.0590968, MAP: 0.0254354, MRR: 0.0507985, NDCG: 0.0392825, F1: 0.0234141, HIT_RATE: 0.1459911, ARHR: 0.0547158, NOVELTY: 0.0049831, AVERAGE_POPULARITY: 0.0184435, DIVERSITY_MEAN_INTER_LIST: 0.9950742, DIVERSITY_HERFINDAHL: 0.9994881, COVERAGE_ITEM: 0.4548604, COVERAGE_ITEM_CORRECT: 0.0259480, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0814144, DIVERSITY_GINI: 0.1865995, SHANNON_ENTROPY: 12.3776134, 
SearchBayesianSkopt: Config 30 is suboptimal. Config: {'topK': 602, 'shrink': 669, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.920726805186876, 'tversky_beta': 0.27235854996132597} - results: ROC_AUC: 0.0824503, PRECISION: 0.0160357, PRECISION_RECALL_MIN_DEN: 0.0648538, RECALL: 0.0634196, MAP: 0.0278384, MRR: 0.0566234, NDCG: 0.0428264, F1: 0.0255988, HIT_RATE: 0.1603572, ARHR: 0.0613114, NOVELTY: 0.0049614, AVERAGE_POPULARITY: 0.0183788, DIVERSITY_MEAN_INTER_LIST: 0.9962839, DIVERSITY_HERFINDAHL: 0.9996091, COVERAGE_ITEM: 0.4870067, COVERAGE_ITEM_CORRECT: 0.0286429, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0878319, DIVERSITY_GINI: 0.2151559, SHANNON_ENTROPY: 12.6397112, 
SearchBayesianSkopt: Config 31 is suboptimal. Config: {'topK': 1506, 'shrink': 929, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.8199602120323171, 'tversky_beta': 0.7348863609434862} - results: ROC_AUC: 0.0754800, PRECISION: 0.0147156, PRECISION_RECALL_MIN_DEN: 0.0611274, RECALL: 0.0599024, MAP: 0.0254939, MRR: 0.0509439, NDCG: 0.0395407, F1: 0.0236270, HIT_RATE: 0.1471559, ARHR: 0.0549587, NOVELTY: 0.0049782, AVERAGE_POPULARITY: 0.0185187, DIVERSITY_MEAN_INTER_LIST: 0.9953799, DIVERSITY_HERFINDAHL: 0.9995187, COVERAGE_ITEM: 0.4579788, COVERAGE_ITEM_CORRECT: 0.0261790, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0819177, DIVERSITY_GINI: 0.1888964, SHANNON_ENTROPY: 12.4081638, 
SearchBayesianSkopt: Config 32 is suboptimal. Config: {'topK': 1005, 'shrink': 1627, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.9778357863714284, 'tversky_beta': 0.8975335188784936} - results: ROC_AUC: 0.0785048, PRECISION: 0.0152980, PRECISION_RECALL_MIN_DEN: 0.0620469, RECALL: 0.0606887, MAP: 0.0262241, MRR: 0.0530061, NDCG: 0.0406221, F1: 0.0244363, HIT_RATE: 0.1529800, ARHR: 0.0572338, NOVELTY: 0.0049675, AVERAGE_POPULARITY: 0.0182854, DIVERSITY_MEAN_INTER_LIST: 0.9958069, DIVERSITY_HERFINDAHL: 0.9995614, COVERAGE_ITEM: 0.4680654, COVERAGE_ITEM_CORRECT: 0.0271800, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0849377, DIVERSITY_GINI: 0.1979881, SHANNON_ENTROPY: 12.4978356, 
SearchBayesianSkopt: Config 33 is suboptimal. Config: {'topK': 1157, 'shrink': 2921, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.26013658887502805, 'tversky_beta': 1.9561764465941025} - results: ROC_AUC: 0.0772379, PRECISION: 0.0148709, PRECISION_RECALL_MIN_DEN: 0.0616845, RECALL: 0.0604632, MAP: 0.0260673, MRR: 0.0520726, NDCG: 0.0402601, F1: 0.0238708, HIT_RATE: 0.1487090, ARHR: 0.0559568, NOVELTY: 0.0049798, AVERAGE_POPULARITY: 0.0182707, DIVERSITY_MEAN_INTER_LIST: 0.9952161, DIVERSITY_HERFINDAHL: 0.9995023, COVERAGE_ITEM: 0.4541290, COVERAGE_ITEM_CORRECT: 0.0264870, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0833019, DIVERSITY_GINI: 0.1872159, SHANNON_ENTROPY: 12.3919817, 
SearchBayesianSkopt: Config 34 is suboptimal. Config: {'topK': 360, 'shrink': 1391, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.0878813711095208, 'tversky_beta': 0.17882540796092508} - results: ROC_AUC: 0.0833243, PRECISION: 0.0162881, PRECISION_RECALL_MIN_DEN: 0.0676526, RECALL: 0.0662973, MAP: 0.0282562, MRR: 0.0568943, NDCG: 0.0438140, F1: 0.0261513, HIT_RATE: 0.1628810, ARHR: 0.0614723, NOVELTY: 0.0049540, AVERAGE_POPULARITY: 0.0182655, DIVERSITY_MEAN_INTER_LIST: 0.9964091, DIVERSITY_HERFINDAHL: 0.9996216, COVERAGE_ITEM: 0.5021367, COVERAGE_ITEM_CORRECT: 0.0291049, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0899711, DIVERSITY_GINI: 0.2259370, SHANNON_ENTROPY: 12.7046246, 
SearchBayesianSkopt: Config 35 is suboptimal. Config: {'topK': 624, 'shrink': 1010, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.04695565004193748, 'tversky_beta': 0.6138359512244896} - results: ROC_AUC: 0.0801276, PRECISION: 0.0156280, PRECISION_RECALL_MIN_DEN: 0.0640732, RECALL: 0.0627282, MAP: 0.0270376, MRR: 0.0542607, NDCG: 0.0417777, F1: 0.0250221, HIT_RATE: 0.1562803, ARHR: 0.0586059, NOVELTY: 0.0049671, AVERAGE_POPULARITY: 0.0182550, DIVERSITY_MEAN_INTER_LIST: 0.9959103, DIVERSITY_HERFINDAHL: 0.9995717, COVERAGE_ITEM: 0.4732243, COVERAGE_ITEM_CORRECT: 0.0278730, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0861960, DIVERSITY_GINI: 0.2035870, SHANNON_ENTROPY: 12.5415879, 
SearchBayesianSkopt: New best config found. Config 36: {'topK': 1917, 'shrink': 71, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.1665266704536397, 'tversky_beta': 0.15862471068579212} - results: ROC_AUC: 0.0824799, PRECISION: 0.0162104, PRECISION_RECALL_MIN_DEN: 0.0670700, RECALL: 0.0657457, MAP: 0.0293212, MRR: 0.0570801, NDCG: 0.0444479, F1: 0.0260082, HIT_RATE: 0.1621044, ARHR: 0.0621760, NOVELTY: 0.0049704, AVERAGE_POPULARITY: 0.0183183, DIVERSITY_MEAN_INTER_LIST: 0.9963188, DIVERSITY_HERFINDAHL: 0.9996125, COVERAGE_ITEM: 0.4945910, COVERAGE_ITEM_CORRECT: 0.0287584, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0878319, DIVERSITY_GINI: 0.2218813, SHANNON_ENTROPY: 12.6802317, 
SearchBayesianSkopt: Best config evaluated with evaluator_test. Config: {'topK': 1917, 'shrink': 71, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.1665266704536397, 'tversky_beta': 0.15862471068579212} - results:
CUTOFF: 10 - ROC_AUC: 0.0876162, PRECISION: 0.0185656, PRECISION_RECALL_MIN_DEN: 0.0652995, RECALL: 0.0630780, MAP: 0.0273771, MRR: 0.0595218, NDCG: 0.0432411, F1: 0.0286876, HIT_RATE: 0.1856555, ARHR: 0.0661092, NOVELTY: 0.0049736, AVERAGE_POPULARITY: 0.0183392, DIVERSITY_MEAN_INTER_LIST: 0.9962915, DIVERSITY_HERFINDAHL: 0.9996113, COVERAGE_ITEM: 0.5199615, COVERAGE_ITEM_CORRECT: 0.0343407, COVERAGE_USER: 0.7035359, COVERAGE_USER_CORRECT: 0.1060778, DIVERSITY_GINI: 0.2309044, SHANNON_ENTROPY: 12.7296837, 

SearchBayesianSkopt: Config 37 is suboptimal. Config: {'topK': 633, 'shrink': 736, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.659207344282005, 'tversky_beta': 0.9629538339518211} - results: ROC_AUC: 0.0819216, PRECISION: 0.0159969, PRECISION_RECALL_MIN_DEN: 0.0648931, RECALL: 0.0634667, MAP: 0.0274580, MRR: 0.0556468, NDCG: 0.0424797, F1: 0.0255531, HIT_RATE: 0.1599689, ARHR: 0.0601994, NOVELTY: 0.0049608, AVERAGE_POPULARITY: 0.0184237, DIVERSITY_MEAN_INTER_LIST: 0.9962120, DIVERSITY_HERFINDAHL: 0.9996019, COVERAGE_ITEM: 0.4824639, COVERAGE_ITEM_CORRECT: 0.0284504, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0880836, DIVERSITY_GINI: 0.2116584, SHANNON_ENTROPY: 12.6132633, 
SearchBayesianSkopt: Config 38 is suboptimal. Config: {'topK': 1953, 'shrink': 1509, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.8933733010489133, 'tversky_beta': 1.6221130889188866} - results: ROC_AUC: 0.0748901, PRECISION: 0.0146962, PRECISION_RECALL_MIN_DEN: 0.0609654, RECALL: 0.0597915, MAP: 0.0252898, MRR: 0.0502207, NDCG: 0.0393431, F1: 0.0235933, HIT_RATE: 0.1469618, ARHR: 0.0541452, NOVELTY: 0.0049872, AVERAGE_POPULARITY: 0.0186269, DIVERSITY_MEAN_INTER_LIST: 0.9948565, DIVERSITY_HERFINDAHL: 0.9994663, COVERAGE_ITEM: 0.4461598, COVERAGE_ITEM_CORRECT: 0.0259865, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0821694, DIVERSITY_GINI: 0.1808384, SHANNON_ENTROPY: 12.3252519, 
SearchBayesianSkopt: Config 39 is suboptimal. Config: {'topK': 870, 'shrink': 1049, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.3184814556356286, 'tversky_beta': 1.4775789150776282} - results: ROC_AUC: 0.0799812, PRECISION: 0.0154921, PRECISION_RECALL_MIN_DEN: 0.0627607, RECALL: 0.0613312, MAP: 0.0267489, MRR: 0.0538408, NDCG: 0.0412386, F1: 0.0247360, HIT_RATE: 0.1549214, ARHR: 0.0582330, NOVELTY: 0.0049673, AVERAGE_POPULARITY: 0.0183493, DIVERSITY_MEAN_INTER_LIST: 0.9959386, DIVERSITY_HERFINDAHL: 0.9995745, COVERAGE_ITEM: 0.4713378, COVERAGE_ITEM_CORRECT: 0.0277190, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0856927, DIVERSITY_GINI: 0.2010376, SHANNON_ENTROPY: 12.5270623, 
SearchBayesianSkopt: New best config found. Config 40: {'topK': 191, 'shrink': 129, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.4578253690858403, 'tversky_beta': 0.6492001236897113} - results: ROC_AUC: 0.0892507, PRECISION: 0.0176471, PRECISION_RECALL_MIN_DEN: 0.0718664, RECALL: 0.0704436, MAP: 0.0304289, MRR: 0.0611266, NDCG: 0.0470873, F1: 0.0282237, HIT_RATE: 0.1764706, ARHR: 0.0665198, NOVELTY: 0.0049530, AVERAGE_POPULARITY: 0.0185628, DIVERSITY_MEAN_INTER_LIST: 0.9968973, DIVERSITY_HERFINDAHL: 0.9996704, COVERAGE_ITEM: 0.5392108, COVERAGE_ITEM_CORRECT: 0.0316843, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0961369, DIVERSITY_GINI: 0.2600588, SHANNON_ENTROPY: 12.9233615, 
SearchBayesianSkopt: Best config evaluated with evaluator_test. Config: {'topK': 191, 'shrink': 129, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.4578253690858403, 'tversky_beta': 0.6492001236897113} - results:
CUTOFF: 10 - ROC_AUC: 0.0894061, PRECISION: 0.0192631, PRECISION_RECALL_MIN_DEN: 0.0654918, RECALL: 0.0631437, MAP: 0.0274079, MRR: 0.0620791, NDCG: 0.0436699, F1: 0.0295205, HIT_RATE: 0.1926310, ARHR: 0.0693138, NOVELTY: 0.0049576, AVERAGE_POPULARITY: 0.0185330, DIVERSITY_MEAN_INTER_LIST: 0.9968458, DIVERSITY_HERFINDAHL: 0.9996667, COVERAGE_ITEM: 0.5640038, COVERAGE_ITEM_CORRECT: 0.0364966, COVERAGE_USER: 0.7035359, COVERAGE_USER_CORRECT: 0.1082169, DIVERSITY_GINI: 0.2685984, SHANNON_ENTROPY: 12.9638892, 

SearchBayesianSkopt: Config 41 is suboptimal. Config: {'topK': 1815, 'shrink': 1419, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.20576693823298148, 'tversky_beta': 1.3283839270235132} - results: ROC_AUC: 0.0743250, PRECISION: 0.0145603, PRECISION_RECALL_MIN_DEN: 0.0605744, RECALL: 0.0593929, MAP: 0.0252405, MRR: 0.0495044, NDCG: 0.0391154, F1: 0.0233872, HIT_RATE: 0.1456028, ARHR: 0.0533995, NOVELTY: 0.0049911, AVERAGE_POPULARITY: 0.0185703, DIVERSITY_MEAN_INTER_LIST: 0.9946200, DIVERSITY_HERFINDAHL: 0.9994427, COVERAGE_ITEM: 0.4429259, COVERAGE_ITEM_CORRECT: 0.0258710, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0810369, DIVERSITY_GINI: 0.1783166, SHANNON_ENTROPY: 12.2980846, 
SearchBayesianSkopt: Config 42 is suboptimal. Config: {'topK': 230, 'shrink': 1267, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.9794588322148376, 'tversky_beta': 1.7011854299799472} - results: ROC_AUC: 0.0867926, PRECISION: 0.0167152, PRECISION_RECALL_MIN_DEN: 0.0689179, RECALL: 0.0675279, MAP: 0.0289144, MRR: 0.0586004, NDCG: 0.0448493, F1: 0.0267973, HIT_RATE: 0.1671520, ARHR: 0.0635753, NOVELTY: 0.0049576, AVERAGE_POPULARITY: 0.0183935, DIVERSITY_MEAN_INTER_LIST: 0.9966357, DIVERSITY_HERFINDAHL: 0.9996442, COVERAGE_ITEM: 0.5156497, COVERAGE_ITEM_CORRECT: 0.0299904, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0922361, DIVERSITY_GINI: 0.2380132, SHANNON_ENTROPY: 12.7898200, 
SearchBayesianSkopt: Config 43 is suboptimal. Config: {'topK': 1207, 'shrink': 189, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.6601065563761468, 'tversky_beta': 0.22453325212336833} - results: ROC_AUC: 0.0818039, PRECISION: 0.0160551, PRECISION_RECALL_MIN_DEN: 0.0651680, RECALL: 0.0637043, MAP: 0.0283432, MRR: 0.0571355, NDCG: 0.0432798, F1: 0.0256466, HIT_RATE: 0.1605513, ARHR: 0.0621065, NOVELTY: 0.0049658, AVERAGE_POPULARITY: 0.0183153, DIVERSITY_MEAN_INTER_LIST: 0.9962238, DIVERSITY_HERFINDAHL: 0.9996030, COVERAGE_ITEM: 0.4848508, COVERAGE_ITEM_CORRECT: 0.0286429, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0870769, DIVERSITY_GINI: 0.2139427, SHANNON_ENTROPY: 12.6303040, 
SearchBayesianSkopt: Config 44 is suboptimal. Config: {'topK': 308, 'shrink': 2239, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.8312702079265031, 'tversky_beta': 1.2015150623371875} - results: ROC_AUC: 0.0832659, PRECISION: 0.0162493, PRECISION_RECALL_MIN_DEN: 0.0673916, RECALL: 0.0659765, MAP: 0.0282261, MRR: 0.0556929, NDCG: 0.0436645, F1: 0.0260763, HIT_RATE: 0.1624927, ARHR: 0.0602657, NOVELTY: 0.0049545, AVERAGE_POPULARITY: 0.0183756, DIVERSITY_MEAN_INTER_LIST: 0.9964091, DIVERSITY_HERFINDAHL: 0.9996216, COVERAGE_ITEM: 0.5046776, COVERAGE_ITEM_CORRECT: 0.0290664, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0897194, DIVERSITY_GINI: 0.2278033, SHANNON_ENTROPY: 12.7149743, 
SearchBayesianSkopt: Config 45 is suboptimal. Config: {'topK': 1013, 'shrink': 1501, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.15026600437640839, 'tversky_beta': 0.05358296505637351} - results: ROC_AUC: 0.0772850, PRECISION: 0.0149097, PRECISION_RECALL_MIN_DEN: 0.0617641, RECALL: 0.0604843, MAP: 0.0258629, MRR: 0.0519698, NDCG: 0.0401098, F1: 0.0239224, HIT_RATE: 0.1490973, ARHR: 0.0560085, NOVELTY: 0.0049761, AVERAGE_POPULARITY: 0.0181486, DIVERSITY_MEAN_INTER_LIST: 0.9955032, DIVERSITY_HERFINDAHL: 0.9995310, COVERAGE_ITEM: 0.4686429, COVERAGE_ITEM_CORRECT: 0.0265255, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0830502, DIVERSITY_GINI: 0.1971055, SHANNON_ENTROPY: 12.4712722, 
SearchBayesianSkopt: Config 46 is suboptimal. Config: {'topK': 725, 'shrink': 2586, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.7618137344188318, 'tversky_beta': 0.3804746929572863} - results: ROC_AUC: 0.0803893, PRECISION: 0.0155892, PRECISION_RECALL_MIN_DEN: 0.0643258, RECALL: 0.0629621, MAP: 0.0270837, MRR: 0.0540609, NDCG: 0.0418297, F1: 0.0249908, HIT_RATE: 0.1558921, ARHR: 0.0582995, NOVELTY: 0.0049655, AVERAGE_POPULARITY: 0.0182925, DIVERSITY_MEAN_INTER_LIST: 0.9958984, DIVERSITY_HERFINDAHL: 0.9995705, COVERAGE_ITEM: 0.4774206, COVERAGE_ITEM_CORRECT: 0.0277190, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0864477, DIVERSITY_GINI: 0.2052146, SHANNON_ENTROPY: 12.5476561, 
SearchBayesianSkopt: Config 47 is suboptimal. Config: {'topK': 1945, 'shrink': 976, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.47092866526923405, 'tversky_beta': 0.7356803113342797} - results: ROC_AUC: 0.0743466, PRECISION: 0.0146962, PRECISION_RECALL_MIN_DEN: 0.0610495, RECALL: 0.0598870, MAP: 0.0251893, MRR: 0.0497880, NDCG: 0.0392347, F1: 0.0236008, HIT_RATE: 0.1469618, ARHR: 0.0537114, NOVELTY: 0.0049870, AVERAGE_POPULARITY: 0.0186299, DIVERSITY_MEAN_INTER_LIST: 0.9947905, DIVERSITY_HERFINDAHL: 0.9994597, COVERAGE_ITEM: 0.4468912, COVERAGE_ITEM_CORRECT: 0.0259865, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0820435, DIVERSITY_GINI: 0.1809981, SHANNON_ENTROPY: 12.3234336, 
SearchBayesianSkopt: Config 48 is suboptimal. Config: {'topK': 1291, 'shrink': 1191, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.8036338495152715, 'tversky_beta': 0.925923911422829} - results: ROC_AUC: 0.0770031, PRECISION: 0.0150068, PRECISION_RECALL_MIN_DEN: 0.0620273, RECALL: 0.0607744, MAP: 0.0259454, MRR: 0.0517321, NDCG: 0.0402133, F1: 0.0240701, HIT_RATE: 0.1500679, ARHR: 0.0557794, NOVELTY: 0.0049794, AVERAGE_POPULARITY: 0.0184060, DIVERSITY_MEAN_INTER_LIST: 0.9954422, DIVERSITY_HERFINDAHL: 0.9995249, COVERAGE_ITEM: 0.4600962, COVERAGE_ITEM_CORRECT: 0.0266795, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0836794, DIVERSITY_GINI: 0.1910955, SHANNON_ENTROPY: 12.4271147, 
SearchBayesianSkopt: Config 49 is suboptimal. Config: {'topK': 989, 'shrink': 2289, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.374389136829175, 'tversky_beta': 1.6488315972424623} - results: ROC_AUC: 0.0783626, PRECISION: 0.0152009, PRECISION_RECALL_MIN_DEN: 0.0622699, RECALL: 0.0609344, MAP: 0.0263652, MRR: 0.0529070, NDCG: 0.0407286, F1: 0.0243319, HIT_RATE: 0.1520093, ARHR: 0.0570510, NOVELTY: 0.0049685, AVERAGE_POPULARITY: 0.0182913, DIVERSITY_MEAN_INTER_LIST: 0.9956644, DIVERSITY_HERFINDAHL: 0.9995471, COVERAGE_ITEM: 0.4662945, COVERAGE_ITEM_CORRECT: 0.0269490, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0844344, DIVERSITY_GINI: 0.1962053, SHANNON_ENTROPY: 12.4764251, 
SearchBayesianSkopt: Config 50 is suboptimal. Config: {'topK': 1633, 'shrink': 1659, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.7014865586397414, 'tversky_beta': 1.4074412620518462} - results: ROC_AUC: 0.0756684, PRECISION: 0.0146185, PRECISION_RECALL_MIN_DEN: 0.0608626, RECALL: 0.0596664, MAP: 0.0257539, MRR: 0.0512236, NDCG: 0.0396597, F1: 0.0234835, HIT_RATE: 0.1461852, ARHR: 0.0551713, NOVELTY: 0.0049811, AVERAGE_POPULARITY: 0.0186105, DIVERSITY_MEAN_INTER_LIST: 0.9953399, DIVERSITY_HERFINDAHL: 0.9995147, COVERAGE_ITEM: 0.4550529, COVERAGE_ITEM_CORRECT: 0.0259480, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0815402, DIVERSITY_GINI: 0.1869337, SHANNON_ENTROPY: 12.3926469, 
SearchBayesianSkopt: Config 51 is suboptimal. Config: {'topK': 1165, 'shrink': 151, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.19397797155894897, 'tversky_beta': 0.3168259944490979} - results: ROC_AUC: 0.0783620, PRECISION: 0.0150650, PRECISION_RECALL_MIN_DEN: 0.0620113, RECALL: 0.0607440, MAP: 0.0262948, MRR: 0.0530968, NDCG: 0.0406105, F1: 0.0241425, HIT_RATE: 0.1506504, ARHR: 0.0571604, NOVELTY: 0.0049758, AVERAGE_POPULARITY: 0.0182962, DIVERSITY_MEAN_INTER_LIST: 0.9957180, DIVERSITY_HERFINDAHL: 0.9995525, COVERAGE_ITEM: 0.4647931, COVERAGE_ITEM_CORRECT: 0.0267950, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0843085, DIVERSITY_GINI: 0.1952189, SHANNON_ENTROPY: 12.4731376, 
SearchBayesianSkopt: Config 52 is suboptimal. Config: {'topK': 455, 'shrink': 2044, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.4088601836250965, 'tversky_beta': 1.349705734829637} - results: ROC_AUC: 0.0829436, PRECISION: 0.0161522, PRECISION_RECALL_MIN_DEN: 0.0673286, RECALL: 0.0659502, MAP: 0.0282555, MRR: 0.0564857, NDCG: 0.0436397, F1: 0.0259491, HIT_RATE: 0.1615220, ARHR: 0.0610990, NOVELTY: 0.0049659, AVERAGE_POPULARITY: 0.0183330, DIVERSITY_MEAN_INTER_LIST: 0.9962576, DIVERSITY_HERFINDAHL: 0.9996064, COVERAGE_ITEM: 0.4918191, COVERAGE_ITEM_CORRECT: 0.0287969, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0887127, DIVERSITY_GINI: 0.2181858, SHANNON_ENTROPY: 12.6501270, 
SearchBayesianSkopt: Config 53 is suboptimal. Config: {'topK': 1819, 'shrink': 2367, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.9118712220165854, 'tversky_beta': 0.06928284704703215} - results: ROC_AUC: 0.0746600, PRECISION: 0.0146573, PRECISION_RECALL_MIN_DEN: 0.0607265, RECALL: 0.0595244, MAP: 0.0254604, MRR: 0.0500862, NDCG: 0.0393684, F1: 0.0235225, HIT_RATE: 0.1465735, ARHR: 0.0540807, NOVELTY: 0.0049841, AVERAGE_POPULARITY: 0.0186194, DIVERSITY_MEAN_INTER_LIST: 0.9951411, DIVERSITY_HERFINDAHL: 0.9994948, COVERAGE_ITEM: 0.4529740, COVERAGE_ITEM_CORRECT: 0.0261020, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0812885, DIVERSITY_GINI: 0.1847960, SHANNON_ENTROPY: 12.3654748, 
